00000000000000000000000000000101  //Value:    5
00000000000000000000000000000111  //Value:    7
00000000000000000000000000000001  //Value:    1
00000000000000000000000000000101  //Value:    5
00000000000000000000000000000001  //Value:    1
00000000000000000000000000000011  //Value:    3
00000000000000000000000000000001  //Value:    1
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
00000000000000000000000000000000  //Value:    0
